index,x-value,pointwise error (4 s.f.),MAE (yes/no)
134,1.5368764543,6.014,no
135,1.5372651183,6.147,no
136,1.5376493289,6.283,no
137,1.538029137,6.422,no
138,1.5384045932,6.563,no
139,1.5387757474,6.708,no
140,1.5391426487,6.855,no
141,1.539505346,7.005,no
142,1.5398638874,7.158,no
143,1.5402183205,7.314,no
144,1.5405686924,7.473,no
145,1.5409150496,7.636,no
146,1.5412574382,7.801,no
147,1.5415959036,7.97,no
148,1.5419304907,8.142,no
149,1.542261244,8.318,no
150,1.5425882075,8.497,no
151,1.5429114246,8.679,no
152,1.5432309381,8.865,no
153,1.5435467905,9.055,no
154,1.5438590238,9.248,no
155,1.5441676794,9.445,no
156,1.5444727984,9.646,no
157,1.5447744212,9.851,no
158,1.545072588,10.06,no
159,1.5453673382,10.27,no
160,1.5456587112,10.49,no
161,1.5459467455,10.71,no
162,1.5462314794,10.93,no
163,1.5465129507,11.16,no
164,1.5467911969,11.4,no
165,1.5470662548,11.64,no
166,1.547338161,11.88,no
167,1.5476069517,12.13,no
168,1.5478726624,12.38,no
169,1.5481353286,12.63,no
170,1.5483949851,12.89,no
171,1.5486516663,13.16,no
172,1.5489054064,13.43,no
173,1.5491562391,13.71,no
174,1.5494041977,13.99,no
175,1.5496493151,14.28,no
176,1.5498916238,14.57,no
177,1.5501311561,14.86,no
178,1.5503679438,15.17,no
179,1.5506020183,15.47,no
180,1.5508334107,15.79,no
181,1.5510621518,16.11,no
182,1.5512882718,16.43,no
183,1.5515118009,16.76,no
184,1.5517327687,17.1,no
185,1.5519512047,17.44,no
186,1.5521671377,17.79,no
187,1.5523805965,18.15,no
188,1.5525916094,18.51,no
189,1.5528002045,18.88,no
190,1.5530064094,19.25,no
191,1.5532102516,19.63,no
192,1.5534117581,20.02,no
193,1.5536109556,20.42,no
194,1.5538078707,20.82,no
195,1.5540025295,21.23,no
196,1.5541949579,21.64,no
197,1.5543851813,22.07,no
198,1.5545732251,22.5,no
199,1.5547591142,22.94,no
200,1.5549428734,23.38,no
201,1.555124527,23.83,no
202,1.5553040991,24.3,no
203,1.5554816137,24.77,no
204,1.5556570942,25.24,no
205,1.555830564,25.73,no
206,1.5560020462,26.22,no
207,1.5561715635,26.72,no
208,1.5563391384,27.23,no
209,1.5565047932,27.75,no
210,1.5566685498,28.28,no
211,1.5568304301,28.82,no
212,1.5569904555,29.36,no
213,1.5571486473,29.92,no
214,1.5573050264,30.48,no
215,1.5574596138,31.06,no
216,1.5576124298,31.64,no
217,1.5577634948,32.23,no
218,1.5579128289,32.84,no
